repo,loc,ehloc,num_classes,userdefined_exceptions,num_methods,num_methods_throw,num_public_methods,num_public_methods_throws,num_nonpublic_methods,num_nonpublic_methods_throws,percent_nonpublic_method_throws,num_throw_statements,num_try,num_catch,empty_catchs,throw_on_catch,return_on_catch,return_on_finall,log_on_finally,specific_action_onfinally
ujhelyiz/emf-incquery,40277,1389,622,4,3556,213,2582,115,974,98,10.061601642710473,162,165,161,0,55,32,8,0,80
mahoney/sysout-over-slf4j,2868,124,51,1,302,62,184,36,118,26,22.033898305084744,16,22,12,0,7,1,0,0,11
oker1/phpunit_codecoverage_display,1156,11,33,0,139,4,125,3,14,1,7.142857142857142,0,3,2,0,0,1,0,0,1
adamjmurray/jruby_for_max,2066,168,22,2,147,0,86,0,61,0,0.0,7,21,21,0,6,2,0,0,0
konsoletyper/teavm,39539,1178,520,28,4175,262,3216,142,959,120,12.51303441084463,367,147,119,0,80,6,0,0,0
okleine/ncoap,6191,425,118,10,347,122,254,83,93,39,41.935483870967744,60,41,37,0,11,3,0,0,6
pgjdbc/pgjdbc,39245,1694,274,3,2893,1832,2148,1422,745,410,55.033557046979865,730,457,434,0,41,8,0,0,20
taoneill/war,15518,617,120,6,792,25,656,13,136,12,8.823529411764707,31,82,91,0,9,28,0,0,8
pulse00/twig-eclipse-plugin,21397,766,193,0,1193,124,762,99,431,25,5.800464037122969,20,161,166,0,5,15,0,0,23
markiewb/nb-git-open-in-external-repoviewer,508,23,13,0,40,0,31,0,9,0,0.0,0,4,4,0,0,0,0,0,0
uniquerockrz/wordtoart,203,8,2,0,4,4,1,1,3,3,100.0,0,2,2,0,0,0,0,0,0
mybatis/mybatis-3,40770,3379,885,19,4361,784,3577,516,784,268,34.183673469387756,257,667,223,0,120,11,0,0,542
netflix/turbine,6710,340,48,0,491,112,392,94,99,18,18.181818181818183,30,57,64,0,9,6,0,0,2
ceylon/ceylon-common,10720,884,114,5,1103,140,759,81,344,59,17.151162790697676,158,113,120,0,50,5,0,0,28
47deg/firebrand,4874,117,122,0,530,117,376,83,154,34,22.07792207792208,38,18,29,0,23,0,0,0,0
arquillian/arquillian-container-was,2171,92,34,0,161,43,134,36,27,7,25.925925925925924,46,20,20,0,8,0,0,0,0
na-ka-na/excelcompare,932,34,12,0,60,6,40,0,20,6,30.0,16,5,3,0,0,0,0,0,2
nasa/mct,124289,2683,1267,6,9954,586,7975,502,1979,84,4.244567963617989,254,509,524,0,80,28,0,0,133
kametic/nuun-framework,13354,211,330,3,1064,31,746,28,318,3,0.9433962264150944,53,39,53,0,3,0,0,1,1
codeandmagic/gaugeview,675,2,2,0,51,0,22,0,29,0,0.0,2,0,0,0,0,0,0,0,0
aptana/studio3-ruby,38624,324,448,3,523,472,438,402,85,70,82.35294117647058,27,204,204,0,0,0,0,0,0
jazzthief81/wca-workbook-uploader,7879,258,127,2,611,29,348,4,263,25,9.505703422053232,28,42,47,0,7,2,0,0,0
alfresco/spring-social-alfresco,3401,69,29,3,439,0,424,0,15,0,0.0,14,7,13,0,0,0,0,0,0
roscopeco/ormdroid,1100,141,15,2,100,1,51,0,49,1,2.0408163265306123,22,16,10,0,5,3,0,0,8
rkhmelyuk/multirun,723,11,8,0,68,6,53,5,15,1,6.666666666666667,1,1,1,0,0,0,0,0,0
enis/gora,11008,330,128,1,1083,364,812,295,271,69,25.461254612546124,76,63,61,0,45,6,0,0,15
joar/mediagoblin-android,818,77,9,0,49,3,27,1,22,2,9.090909090909092,1,11,20,0,0,0,0,1,8
marschall/svn-diffstat,1772,27,22,0,163,27,80,20,83,7,8.433734939759036,11,4,4,0,3,1,0,0,0
darkfunction/darkfunction-editor,11730,87,90,0,870,95,602,70,268,25,9.328358208955224,7,36,34,0,4,0,0,0,0
iconomy/core,5775,498,82,0,568,80,431,52,137,28,20.437956204379564,63,95,94,0,20,17,0,0,11
vazexqi/jflow,9310,144,143,0,784,95,463,73,321,22,6.853582554517133,8,26,40,0,0,6,0,0,2
ocpsoft/prettytime,10022,38,95,0,905,626,833,620,72,6,8.333333333333332,22,8,8,0,0,0,0,0,0
moovida/geopaparazzi,68211,4604,657,11,5794,348,3752,177,2042,171,8.374142997061703,270,497,459,0,55,95,13,91,761
juzna/intellij-nette,308,0,7,0,9,0,4,0,5,0,0.0,0,0,0,0,0,0,0,0,0
unicon/cas-addons,3325,161,111,2,253,48,156,20,97,28,28.865979381443296,27,27,28,0,12,4,0,0,1
derosa/multiimagechooser,529,8,2,0,40,0,24,0,16,0,0.0,0,2,2,0,0,1,0,0,0
pfleidi/yaxim,5123,295,33,2,376,14,236,11,140,3,2.142857142857143,27,62,63,0,8,1,0,0,0
chrislacy/tweetlanes,25853,712,152,0,2044,33,1321,13,723,20,2.7662517289073305,56,125,150,0,7,19,0,0,10
tgwizard/sls,6149,220,66,0,430,19,275,4,155,15,9.67741935483871,46,38,30,0,6,5,0,0,2
unc-libraries/curators-workbench,13043,927,146,0,755,75,538,50,217,25,11.52073732718894,93,190,199,0,76,33,0,0,0
funwayguy/enviromine,6562,21,32,0,5,1,4,0,1,1,100.0,0,15,21,0,0,0,0,0,0
manuelbua/libgdx-contribs,3649,6,35,0,422,0,335,0,87,0,0.0,2,1,1,0,0,0,0,0,0
intel-cloud/cosbench,21795,2777,395,46,1928,134,1410,91,518,43,8.301158301158301,469,241,368,0,243,25,0,0,86
hjohn/mediasystem,21399,924,353,9,1992,132,1595,108,397,24,6.045340050377834,217,241,169,0,119,13,0,1,15
bobbysig/gina-puffinfeeder-android-viewer,1369,15,16,0,123,3,100,2,23,1,4.3478260869565215,0,4,4,0,0,1,0,0,0
mthiede/rtext_eclipse_plugin,12124,480,197,1,993,188,773,165,220,23,10.454545454545453,80,94,87,0,43,14,0,0,12
taskadapter/redmine-java-api,7500,703,87,12,782,260,673,211,109,49,44.95412844036697,58,119,87,0,36,1,0,0,49
riduidel/gaedo,21219,1775,513,82,1606,75,1259,66,347,9,2.5936599423631126,187,126,104,0,59,10,0,4,32
pexplugins/modifyworld,923,26,8,0,71,4,46,2,25,2,8.0,0,5,6,0,0,0,0,0,0
terlici/dragndroplist,314,0,4,0,31,0,25,0,6,0,0.0,0,0,0,0,0,0,0,0,0
tcoxon/metazelda,1569,20,21,0,172,5,127,0,45,5,11.11111111111111,5,3,3,0,1,1,0,0,0
beothorn/filmeutils,2365,146,41,1,185,25,124,13,61,12,19.672131147540984,37,31,33,0,18,1,0,0,0
controlsystemstudio/cs-studio,898930,29595,12163,108,70629,8443,53623,6584,17006,1859,10.93143596377749,5028,5569,5201,0,1178,263,0,41,1187
sephiroth74/horizontalvariablelistview,9436,44,19,0,566,0,334,0,232,0,0.0,25,4,2,0,0,1,0,0,3
openpool/openpool-core,4693,86,29,0,335,2,228,0,107,2,1.8691588785046727,12,17,18,0,2,1,0,0,0
aufdemrand/blacksmith,499,0,3,0,30,0,21,0,9,0,0.0,0,0,0,0,0,0,0,0,0
kevinalbs/chat,1030,85,8,0,42,6,38,6,4,0,0.0,2,24,32,0,0,0,0,0,0
ajay191191/opencv-face-recognition,651,54,4,0,30,1,24,1,6,0,0.0,0,19,14,0,0,0,0,0,0
jcabi/parent,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opherv/gitflow4idea,1977,77,28,0,137,1,108,1,29,0,0.0,0,18,20,0,0,0,0,0,0
kurtisnelson/cardtree,433,0,8,0,40,0,33,0,7,0,0.0,0,0,0,0,0,0,0,0,0
paulc4/mvc-exceptions,586,88,19,7,20,1,13,0,7,1,14.285714285714285,18,0,0,0,0,0,0,0,0
commonsguy/cw-omnibus,71911,1408,951,1,6001,46,4311,10,1690,36,2.130177514792899,173,239,233,0,42,14,0,5,76
maven-nar/maven-nar-plugin,27359,903,310,0,2148,180,1248,135,900,45,5.0,336,132,155,0,27,4,0,0,8
torakiki/sejda,22611,883,645,14,2327,340,1746,257,581,83,14.285714285714285,194,115,129,0,97,1,0,1,34
springsource/spring-data-neo4j,43595,1028,804,9,4528,775,3634,698,894,77,8.612975391498882,193,238,128,0,78,26,0,0,69
michaeldoyle/nasutils-android,17374,399,206,3,2017,43,1829,40,188,3,1.5957446808510638,44,63,85,0,17,0,0,0,3
mbosecke/pebble,7453,218,160,5,634,266,596,259,38,7,18.421052631578945,44,32,31,0,9,0,0,0,1
jim618/multibit,37718,3075,262,5,1882,219,1492,169,390,50,12.82051282051282,99,290,370,0,37,48,0,4,73
patpeter/sqlibrary,2732,323,36,3,179,42,146,25,33,17,51.515151515151516,61,53,53,0,14,38,0,0,0
tusharm/webstub,1153,69,41,1,171,19,122,8,49,11,22.448979591836736,13,12,11,0,9,1,0,0,3
infradna/selenium-client-factory,5096,464,27,0,688,179,634,164,54,15,27.77777777777778,57,137,141,0,29,2,0,0,3
timroes/enhancedlistview,788,4,2,0,63,0,50,0,13,0,0.0,3,0,0,0,0,0,0,0,0
sensebloom/osceleton-examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cnaude/purpleirc,7443,177,101,0,605,5,561,1,44,4,9.090909090909092,7,37,44,0,0,1,0,0,1
mulesoft/salesforce-connector,23598,496,286,4,2407,564,1957,354,450,210,46.666666666666664,68,91,92,0,49,0,0,0,0
couchbaselabs/elasticsearch-transport-couchbase,966,48,8,0,48,7,29,1,19,6,31.57894736842105,19,7,7,0,4,1,0,0,0
javajigi/slipp,10749,222,210,3,1075,136,790,124,285,12,4.2105263157894735,54,31,32,0,10,10,0,0,3
buschmais/jqassistant,8963,360,282,6,750,295,511,220,239,75,31.380753138075313,104,62,58,0,57,0,0,0,7
nolanlawson/customfastscrollviewdemo,595,10,6,0,48,0,32,0,16,0,0.0,0,2,2,0,0,0,0,0,0
moagrius/tileview,3921,67,50,0,366,1,288,1,78,0,0.0,4,14,19,0,2,0,0,0,2
jfreax/openlaw,4265,165,32,0,280,31,222,19,58,12,20.689655172413794,32,30,28,0,6,4,0,0,4
rhuss/jolokia,24212,1663,334,7,2530,726,1706,561,824,165,20.024271844660195,299,279,344,0,120,46,0,0,36
openntf/org.openntf.domino,171518,19664,981,32,10966,819,7608,604,3358,215,6.402620607504467,1326,2633,2652,0,188,1388,18,0,131
rdelbru/siren,40437,456,345,1,2202,682,1558,522,644,160,24.84472049689441,198,56,39,0,26,2,0,4,33
alibabatech/fastjson,64389,2043,988,4,8075,1888,7730,1812,345,76,22.028985507246375,350,427,406,0,60,6,0,0,26
oss-fruct-org/roadsigns,6829,284,77,1,546,48,411,28,135,20,14.814814814814813,27,49,45,0,11,8,0,0,17
konklone/campyre,2605,146,19,1,241,27,123,15,118,12,10.16949152542373,30,26,33,0,17,10,0,0,0
relayrides/pushy,3158,90,35,1,240,83,190,68,50,15,30.0,35,12,6,0,0,0,0,1,7
ggrandes/kvstore,6213,303,42,0,383,20,255,6,128,14,10.9375,42,79,68,0,3,3,1,0,22
ralfstx/minimal-json,4512,123,43,1,688,150,559,87,129,63,48.837209302325576,57,10,8,0,4,4,0,0,3
besn0847/jxtadoop,48992,4351,311,23,3864,1361,2271,826,1593,535,33.58443188951664,958,586,577,0,198,60,1,11,107
pridkett/govscigraph,677,23,5,0,74,1,59,0,15,1,6.666666666666667,0,5,6,0,0,1,0,0,0
asksven/betterwifionoff,4799,86,45,0,110,0,73,0,37,0,0.0,12,59,69,0,0,0,0,0,0
clearspring/stream-lib,8013,149,74,2,630,104,435,72,195,32,16.41025641025641,62,20,19,0,10,1,0,0,1
nzakas/cssembed,1771,147,7,0,90,46,53,29,37,17,45.94594594594595,33,27,29,0,5,2,0,0,10
usus/usus-plugins,18674,223,416,0,2559,230,1693,151,866,79,9.122401847575059,24,50,53,0,7,6,0,0,0
jfrogdev/artifactory-client-java,3375,82,92,0,375,70,256,59,119,11,9.243697478991598,5,18,12,0,4,1,0,0,4
kdubb/pgjdbc-ng,41060,3480,273,6,3922,2238,2948,1862,974,376,38.60369609856263,827,634,555,0,353,15,0,0,163
masteroftime/python-plugin-loader,1379,202,14,0,96,10,70,7,26,3,11.538461538461538,46,29,36,0,11,3,0,1,2
jmxtrans/embedded-jmxtrans,4936,473,73,1,367,112,302,90,65,22,33.84615384615385,28,71,66,0,19,1,0,0,9
collective-congress/collective-congress,1884,0,34,0,27,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0
wyouflf/xutils,12455,880,160,3,1238,153,917,108,321,45,14.018691588785046,122,159,139,0,23,18,0,0,33
sijuv/protobuf-codec,1661,60,15,1,70,38,28,16,42,22,52.38095238095239,28,4,5,0,5,0,0,0,0
progether/jadventure,1844,66,39,0,161,0,130,0,31,0,0.0,4,11,18,0,0,0,0,0,0
jordanneil23/spawnmob,4505,189,21,0,80,7,50,6,30,1,3.3333333333333335,1,44,44,0,1,24,0,0,0
mashape/unirest-java,1659,83,27,1,130,25,95,22,35,3,8.571428571428571,14,16,16,0,9,0,0,0,0
enderwiggin/haven-and-hearth-client-modified-by-ender,33634,1156,328,5,2150,227,1642,155,508,72,14.173228346456693,95,252,265,0,87,17,0,0,28
narc0tiq/liquiduu,1888,20,26,0,158,4,125,4,33,0,0.0,0,4,4,0,0,1,0,0,0
foundationdb/sql-layer-client-tools,4703,209,40,1,385,174,226,67,159,107,67.29559748427673,17,45,27,0,3,2,0,2,27
pyricau/cleanandroidcode,337,13,10,0,20,0,6,0,14,0,0.0,0,3,3,0,0,1,0,0,0
jcodec/jcodec,109449,1876,1120,8,8688,1420,5135,876,3553,544,15.311004784688995,452,295,168,0,34,30,0,0,262
mobileresearch/weibo_android_sdk,4308,115,41,1,327,4,254,2,73,2,2.73972602739726,11,21,23,0,8,1,0,0,0
raphaelm/opacclient,35554,2396,135,2,1786,268,1423,231,363,37,10.192837465564738,251,429,586,0,131,84,0,2,11
psanders/astivetoolkit,8815,413,210,5,1098,280,909,203,189,77,40.74074074074074,89,56,78,0,23,4,0,0,0
ilendemli/destify,7016,247,36,2,239,51,187,34,52,17,32.69230769230769,50,39,33,0,5,10,0,0,11
arikkfir/apache-felix-intellij-plugin,3346,178,48,3,311,27,215,15,96,12,12.5,36,34,37,0,8,1,0,0,0
hpcc-systems/eclipseplugin,93657,5297,532,14,3014,123,2858,113,156,10,6.41025641025641,750,446,497,0,434,138,0,0,6
googlemaps/android-maps-utils,4210,80,46,0,381,4,236,1,145,3,2.0689655172413794,12,15,8,0,1,2,0,0,8
onformative/yahooweather,363,8,4,0,38,0,34,0,4,0,0.0,0,2,2,0,0,0,0,0,0
ifedorenko/p2-browser,3979,90,41,0,309,4,145,2,164,2,1.2195121951219512,10,30,30,0,0,1,0,0,3
aufdemrand/denizen,37390,1256,349,4,3005,275,1974,261,1031,14,1.3579049466537343,177,190,210,0,0,65,0,0,5
manmal/hn-android,3448,80,52,0,342,6,204,6,138,0,0.0,0,15,15,0,0,2,0,0,0
maven-gae-plugin/maven-gae-plugin,2607,172,61,1,181,30,130,23,51,7,13.725490196078432,33,31,30,0,11,0,0,0,6
webbukkit/dynmap-admincmd,488,27,2,0,28,6,16,3,12,3,25.0,2,4,5,0,0,3,0,0,0
piffy/el_merendero,2264,54,27,0,182,12,146,7,36,5,13.88888888888889,8,11,11,0,0,0,0,0,0
commonsguy/cwac-locpoll,358,19,5,0,22,0,13,0,9,0,0.0,0,4,3,0,1,0,0,0,1
idrc/tecla-framework,4791,186,34,0,393,0,227,0,166,0,0.0,0,9,9,0,0,4,0,0,0
abarisain/dmix,18431,1111,142,8,1646,139,1249,121,397,18,4.534005037783375,97,210,211,0,11,9,0,0,4
knime-mpicbg/hcs-tools,16741,402,193,0,1404,157,697,18,707,139,19.660537482319658,115,66,71,0,26,7,0,0,1
tthuem/featureide,203922,15019,2322,46,12857,3220,7631,941,5226,2279,43.608878683505544,971,2303,2028,0,153,106,0,26,1091
cdonnat/padacore,7120,467,151,1,587,31,323,14,264,17,6.4393939393939394,4,106,109,0,3,0,0,0,4
lexicalscope/jewelcli,5592,291,150,5,588,131,462,120,126,11,8.73015873015873,17,39,41,0,3,1,0,0,0
sandsmark/quasseldroid,28331,596,175,2,2628,39,2100,32,528,7,1.3257575757575757,92,93,106,0,17,17,0,1,6
talios/cucumber-testng-factory,272,4,4,0,38,1,35,1,3,0,0.0,4,0,0,0,0,0,0,0,0
xgouchet/axel,6657,198,65,2,538,14,321,6,217,8,3.686635944700461,26,21,29,0,9,0,0,0,0
exo-addons/cloud-drive-extension,9538,1394,107,21,686,279,388,111,298,168,56.375838926174495,141,177,219,0,81,42,0,6,17
urieli/talismane,56375,2212,800,12,3859,82,3605,62,254,20,7.874015748031496,447,366,265,0,181,0,0,2,144
copper-engine/copper-engine,43377,2863,679,4,3844,814,3135,595,709,219,30.888575458392104,563,509,448,0,250,15,0,7,184
yonran/jna2pcsc,1083,23,5,0,63,30,43,22,20,8,40.0,20,1,1,0,1,0,0,0,0
ajaxplorer/ajaxplorer-sync,5590,497,26,3,244,34,185,15,59,19,32.20338983050847,47,78,95,0,13,14,0,0,0
cgeo/c-geo-opensource,50064,1722,553,1,4514,137,2528,58,1986,79,3.9778449144008055,78,368,336,0,3,31,0,2,67
synyx/messagesource,1157,54,19,1,131,10,98,9,33,1,3.0303030303030303,6,8,7,0,4,0,0,0,4
sagioto/lipreading,4779,275,59,0,330,74,219,44,111,30,27.027027027027028,13,56,63,0,10,2,0,0,0
jacoco/eclemma,9759,262,136,0,1041,204,753,179,288,25,8.680555555555555,27,50,50,0,13,12,0,0,4
brmeyer/hibernateosgi,532,0,22,0,57,17,53,17,4,0,0.0,0,0,0,0,0,0,0,0,0
bod/android-switch-backport,697,0,5,0,68,0,44,0,24,0,0.0,0,0,0,0,0,0,0,0,0
cascading/lingual,17303,336,178,1,1683,494,1181,450,502,44,8.764940239043826,199,114,106,0,0,0,0,0,0
tyronjesper/android,293,19,4,0,19,0,11,0,8,0,0.0,0,4,6,0,0,0,0,0,0
mcholick/idea-spock-enhancements,1185,14,35,0,148,3,100,1,48,2,4.166666666666666,2,3,2,0,1,1,0,0,1
digitalpebble/storm-crawler,2989,266,27,0,185,14,114,7,71,7,9.859154929577464,34,45,47,0,14,13,0,0,2
t-oster/visicut,20857,231,131,1,1383,59,1030,39,353,20,5.6657223796034,35,140,160,0,0,4,0,0,0
silverdev/fiarworks,5812,99,70,0,241,2,178,0,63,2,3.1746031746031744,5,21,22,0,0,0,0,0,0
barzahlen/barzahlen-java,3062,129,74,4,302,15,227,4,75,11,14.666666666666666,13,22,22,0,10,0,0,0,0
guigarage/marvinfx,2512,104,75,0,234,30,186,28,48,2,4.166666666666666,29,24,23,0,23,0,0,0,1
brendanofallon/snpsvm,4973,222,71,0,348,30,289,22,59,8,13.559322033898304,38,39,48,0,0,4,0,0,0
hurricaaane/mc-client,3331,29,42,0,4,1,3,0,1,1,100.0,2,24,24,0,0,0,0,0,0
akikhtenko/handysplit,371,8,14,0,36,1,10,1,26,0,0.0,1,2,2,0,1,1,0,0,0
netflix/astyanax,38367,4117,494,32,3505,668,2952,478,553,190,34.35804701627486,437,557,617,0,197,23,30,4,263
bishopmatthew/hackernews,6252,125,60,3,472,7,260,0,212,7,3.30188679245283,8,16,21,0,0,5,0,0,0
lkorth/screen-notifications,608,21,7,0,48,0,35,0,13,0,0.0,0,6,6,0,0,0,0,0,0
matburt/mobileorg-android,13754,595,134,2,1129,90,744,60,385,30,7.792207792207792,55,155,160,0,21,18,0,0,1
wsky/top-push-client,682,65,11,1,57,17,41,15,16,2,12.5,6,11,11,0,5,0,0,0,0
jeromebenois/play-cucumber,756,51,6,0,66,3,43,3,23,0,0.0,2,4,11,0,2,0,0,0,0
edwardcapriolo/hive_test,517,49,11,0,25,20,22,19,3,1,33.33333333333333,0,9,10,0,0,0,0,0,0
sommeri/less4j,24687,581,309,4,3266,102,2137,64,1129,38,3.3658104517271923,163,74,87,0,66,16,0,0,6
maciejmiklas/cyclop,11200,310,204,4,920,65,720,54,200,11,5.5,38,56,34,0,11,5,0,0,17
cern/apvs,33284,950,336,3,2383,377,1704,286,679,91,13.402061855670103,164,184,200,0,59,10,0,0,11
xstd/private_phone,44056,1691,407,4,3416,46,2300,18,1116,28,2.5089605734767026,169,277,252,0,22,42,0,0,94
jess-anders/two-way-gridview,6747,28,8,0,307,0,178,0,129,0,0.0,12,4,3,0,0,1,0,0,2
aphyr/riemann-java-client,2957,235,43,3,330,129,270,100,60,29,48.333333333333336,27,40,40,0,15,3,0,0,26
sachin-handiekar/jinstagram,4122,219,112,5,520,55,489,45,31,10,32.25806451612903,39,23,28,0,26,0,0,0,0
gitools/gitools,55035,1503,786,10,5829,265,4419,141,1410,124,8.794326241134751,251,250,265,0,73,22,0,0,16
johnkil/android-progressfragment,1910,34,20,0,203,0,164,0,39,0,0.0,34,0,0,0,0,0,0,0,0
secure-software-engineering/soot-infoflow,21653,167,294,0,1573,163,1227,26,346,137,39.59537572254335,26,26,34,0,3,0,0,0,4
jakewharton/hugo,291,1,4,0,36,1,5,1,31,0,0.0,1,0,0,0,0,0,0,0,0
esupportail/esup-lecture,9709,1278,144,50,847,75,604,44,243,31,12.757201646090536,130,88,130,0,87,8,0,0,0
yelinaung/android-utils,553,28,16,0,64,8,40,6,24,2,8.333333333333332,0,7,7,0,0,0,0,0,0
thecreeperofredstone/rpg-items-2,13639,468,123,0,1219,16,1027,15,192,1,0.5208333333333333,87,74,77,0,1,7,0,0,18
oliverw92/hawkeye,4197,218,59,0,304,50,219,47,85,3,3.5294117647058822,13,40,38,0,1,15,0,0,6
netflix/governator,8639,174,187,3,706,113,520,92,186,21,11.29032258064516,23,28,28,0,0,6,0,0,1
vesin/fabut,5129,231,77,1,539,32,470,28,69,4,5.797101449275362,22,50,50,0,1,10,0,0,0
rmelick/intellij-pig,2475,7,14,0,107,2,59,1,48,1,2.083333333333333,2,2,2,0,0,0,0,0,0
kristofa/brave-resteasy-example,151,12,6,0,9,6,9,6,0,0,0,1,3,1,0,1,0,0,0,2
omath/omath,16063,1809,24,1,1080,397,492,394,588,3,0.5102040816326531,118,203,180,0,156,14,0,0,48
impactcentre/interoperability-framework,7638,687,87,1,502,144,339,89,163,55,33.74233128834356,64,90,122,0,24,19,0,0,14
lusis/log4j-jsonevent-layout,232,4,4,0,11,0,9,0,2,0,0.0,0,1,1,0,0,0,0,0,0
proofpoint/platform,51351,2712,533,17,4309,15,3395,15,914,0,0.0,372,446,397,0,107,31,0,0,67
denoflionsx/pluginsforforestry,2604,102,62,0,243,0,200,0,43,0,0.0,0,28,28,0,0,1,0,0,0
helun/ektorp,15807,712,199,7,1689,241,1380,196,309,45,14.563106796116504,156,124,125,0,67,2,0,0,12
frankbille/scoreboard,4091,28,97,1,336,2,270,0,66,2,3.0303030303030303,13,2,3,0,2,0,0,0,0
projectares/tracker,2600,18,79,0,149,1,124,1,25,0,0.0,3,1,2,0,0,0,0,0,0
fap-team/fap-module,57312,4310,853,13,2461,395,1384,275,1077,120,11.142061281337048,239,729,782,0,154,56,0,0,0
diablo-d3/diablominer,1587,195,10,1,66,1,59,0,7,1,14.285714285714285,34,27,28,0,18,2,0,0,0
ryankennedy/swagger-jaxrs-doclet,2319,10,62,0,276,16,228,10,48,6,12.5,2,2,2,0,0,1,0,0,0
joshlong/boot-examples,920,8,14,0,100,7,62,5,38,2,5.263157894736842,2,2,2,0,2,0,0,0,0
sanity/tahrir,7693,325,106,1,481,90,348,43,133,47,35.338345864661655,79,61,71,0,44,1,0,0,0
buchen/portfolio,34171,249,252,0,2934,130,2069,86,865,44,5.086705202312139,137,95,83,0,0,0,0,0,0
marcuspocus/hazelcast,661,62,12,0,32,1,28,1,4,0,0.0,9,13,17,0,5,4,0,0,0
mttkay/ignition,5400,108,87,1,521,44,385,35,136,9,6.61764705882353,12,20,21,0,2,4,0,0,3
timrdf/csv2rdf4lod-automation,86973,4690,322,2,9244,1623,7535,1323,1709,300,17.554125219426563,442,1453,1388,0,19,15,0,0,84
shadowdog007/mobmanager,10461,152,103,0,52,16,37,13,15,3,20.0,26,45,44,0,0,4,0,0,0
qieqie/paoding-rose,18068,517,295,0,1452,233,1152,167,300,66,22.0,133,64,65,0,30,2,1,0,4
halbuilder/halbuilder-core,1168,50,20,0,140,4,126,4,14,0,0.0,18,9,12,0,7,1,0,0,0
xishuixixia/hetty,1860,172,36,1,137,8,108,5,29,3,10.344827586206897,31,20,25,0,10,0,0,0,0
croesch/micro-debug,12923,237,115,3,942,163,721,143,221,20,9.049773755656108,42,30,32,0,12,7,0,0,10
preon/preon,15520,618,288,15,1517,310,1375,276,142,34,23.943661971830984,167,70,90,0,59,6,0,0,11
icehockeystar/militaryshop,10108,103,152,2,971,166,923,156,48,10,20.833333333333336,12,21,17,0,2,5,0,0,2
fasterxml/jackson-module-jsonschema,2947,9,45,0,373,30,329,30,44,0,0.0,5,1,1,0,0,0,0,0,0
cgbystrom/netty-tools,1341,91,26,1,130,47,103,40,27,7,25.925925925925924,5,5,5,0,1,5,0,0,0
grandwazir/dimensiondoor,1539,67,17,0,162,27,135,24,27,3,11.11111111111111,35,6,7,0,6,0,0,0,0
threerings/tripleplay,20676,149,250,0,2825,10,1898,10,927,0,0.0,27,31,25,0,5,4,0,0,7
atolcd/alfresco-audit-share,2727,232,27,0,191,35,170,25,21,10,47.61904761904761,12,43,42,0,7,6,0,0,10
joanpuigsanz/servdroid,5353,348,70,0,423,27,272,20,151,7,4.635761589403973,3,72,66,0,1,23,0,0,23
jetbrains/la-clojure,14464,177,261,0,1551,162,1127,128,424,34,8.018867924528301,26,37,36,0,4,3,0,0,4
askerov/dynamicgrid,1012,0,7,0,96,0,49,0,47,0,0.0,0,0,0,0,0,0,0,0,0
amab/swadroid,21394,747,152,1,1577,86,933,41,644,45,6.987577639751552,48,123,121,0,12,14,0,0,38
dboissier/jenkins-control-plugin,4922,243,78,2,535,45,379,40,156,5,3.205128205128205,38,37,41,0,18,0,0,0,0
jprante/elasticsearch-knapsack,24225,1182,221,9,1694,457,1076,287,618,170,27.508090614886733,457,144,137,0,67,11,0,0,25
edvardeakins/fb2onlineconverter,25949,1059,308,3,1610,275,1237,158,373,117,31.36729222520107,181,204,203,0,37,14,0,0,19
trautonen/coveralls-maven-plugin,3569,158,76,2,380,78,285,50,95,28,29.47368421052631,34,23,20,0,16,0,0,0,8
jboss-reddeer/reddeer,30244,1061,661,17,2378,88,2000,78,378,10,2.6455026455026456,258,134,149,0,62,17,0,0,0
googlecloudplatform/solutions-mobile-backend-starter-java,2954,248,32,0,241,20,113,10,128,10,7.8125,43,39,46,0,5,14,0,0,0
jiaqi/jmxterm,5540,127,103,1,299,0,225,0,74,0,0.0,65,38,42,0,0,0,0,0,0
concentricsky/android-viewer-for-khan-academy,10103,552,54,0,748,14,500,7,248,7,2.82258064516129,9,104,125,0,2,8,0,0,22
victims/victims-client-java,2088,122,26,0,95,22,84,20,11,2,18.181818181818183,1,22,27,0,0,13,0,0,0
jcabi/jcabi-aether,1564,87,21,0,97,32,54,25,43,7,16.27906976744186,13,12,12,0,10,0,0,0,0
stephanenicolas/quality-tools-for-android,426,0,12,0,41,26,33,21,8,5,62.5,0,0,0,0,0,0,0,0,0
deathjockey/scene-animator-alpha,6552,390,146,1,463,79,390,68,73,11,15.068493150684931,62,65,68,0,17,1,0,0,0
tananaev/traccar-client-android,674,25,9,0,61,0,40,0,21,0,0.0,0,6,6,0,0,2,0,0,0
ajwgeek/betterlan-classic,2178,43,28,0,28,9,10,4,18,5,27.77777777777778,3,36,40,0,0,0,0,0,0
sqlparser/sql2jooq,9179,286,155,1,146,141,140,138,6,3,50.0,155,25,24,0,0,0,0,0,5
corydissinger/raw4j,2266,177,26,2,191,39,175,27,16,12,75.0,21,33,35,0,12,0,0,0,0
